date,title,content,event_type,Sentiment,symbol,Sector,Impact_Level,computed_sentiment,summary,prompt_chain_summary,route
2025-03-11,UK's FTSE 100 sees a boost from favorable trade data,UK's FTSE 100 sees a boost from favorable trade data,Corporate Earnings Report,Neutral,Samsung Electronics,Media & Entertainment,High,0.0,UK's FTSE 100 sees a boost from favorable trade data,"Headline: UK's FTSE 100 sees a boost from favorable trade data | Key points: ftse, sees, boost, from, favorable | Sentiment: neutral",General
2025-03-06,Crude oil prices drop to a multi-year low,Crude oil prices drop to a multi-year low,Supply Chain Disruption,Positive,JP Morgan Chase,Telecommunications,Medium,-0.35,Crude oil prices drop to a multi-year low,"Headline: Crude oil prices drop to a multi-year low | Key points: crude, prices, drop, multi, year | Sentiment: negative",General
2025-03-05,New housing data release shows a slowdown in market activity,New housing data release shows a slowdown in market activity,Inflation Data Release,Neutral,ExxonMobil,Media & Entertainment,High,0.13636363636363635,New housing data release shows a slowdown in market activity,"Headline: New housing data release shows a slowdown in market activity | Key points: housing, data, release, shows, slowdown | Sentiment: positive",General
2025-02-25,Market braces for a major policy announcement from the EU,Market braces for a major policy announcement from the EU,Central Bank Meeting,Positive,Tesla,Real Estate,Low,0.0625,Market braces for a major policy announcement from the EU,"Headline: Market braces for a major policy announcement from the EU | Key points: market, braces, major, policy, announcement | Sentiment: positive",General
2025-05-27,Market braces for a major policy announcement from the EU,Market braces for a major policy announcement from the EU,Market Rally,Positive,Tesla,Transportation,Low,0.0625,Market braces for a major policy announcement from the EU,"Headline: Market braces for a major policy announcement from the EU | Key points: market, braces, major, policy, announcement | Sentiment: positive",General
2025-06-11,Aerospace and Defense sector sees rally amid geopolitical tensions,Aerospace and Defense sector sees rally amid geopolitical tensions,Consumer Confidence Report,Positive,ExxonMobil,Agriculture,Low,0.0,Aerospace and Defense sector sees rally amid geopolitical tensions,"Headline: Aerospace and Defense sector sees rally amid geopolitical tensions | Key points: aerospace, defense, sector, sees, rally | Sentiment: neutral",General
2025-07-12,Pharmaceutical company's drug approval drives stock upward,Pharmaceutical company's drug approval drives stock upward,Inflation Data Release,Negative,Tata Motors,Automotive,Low,0.0,Pharmaceutical company's drug approval drives stock upward,"Headline: Pharmaceutical company's drug approval drives stock upward | Key points: pharmaceutical, company, drug, approval, drives | Sentiment: neutral",General
2025-08-08,Crude oil prices drop to a multi-year low,Crude oil prices drop to a multi-year low,Consumer Confidence Report,Neutral,Goldman Sachs,Transportation,Medium,-0.35,Crude oil prices drop to a multi-year low,"Headline: Crude oil prices drop to a multi-year low | Key points: crude, prices, drop, multi, year | Sentiment: negative",General
2025-07-26,Mining company stock surges on commodity price boom,Mining company stock surges on commodity price boom,Major Merger/Acquisition,Neutral,Boeing,Real Estate,Low,0.0,Mining company stock surges on commodity price boom,"Headline: Mining company stock surges on commodity price boom | Key points: mining, company, stock, surges, commodity | Sentiment: neutral",General
2025-06-28,A massive data breach sends a tech company's stock tumbling,A massive data breach sends a tech company's stock tumbling,Geopolitical Event,,Apple Inc.,Healthcare,Low,0.0,A massive data breach sends a tech company's stock tumbling,"Headline: A massive data breach sends a tech company's stock tumbling | Key points: massive, data, breach, sends, tech | Sentiment: neutral",Innovation
2025-05-06,nan,nan,Regulatory Changes,Neutral,JP Morgan Chase,Pharmaceuticals,Medium,0.0,nan,Headline: nan | Key points:  | Sentiment: neutral,General
2025-06-02,nan,nan,Inflation Data Release,Neutral,Tesla,Utilities,Medium,0.0,nan,Headline: nan | Key points:  | Sentiment: neutral,General
2025-06-22,Consumer Discretionary stocks outperform as spending increases,Consumer Discretionary stocks outperform as spending increases,Currency Devaluation,Negative,Samsung Electronics,Materials,Low,0.0,Consumer Discretionary stocks outperform as spending increases,"Headline: Consumer Discretionary stocks outperform as spending increases | Key points: consumer, discretionary, stocks, outperform, spending | Sentiment: neutral",General
2025-07-07,New IPO for a popular software firm is oversubscribed,New IPO for a popular software firm is oversubscribed,Corporate Earnings Report,Positive,Tesla,Transportation,Medium,0.1787878787878788,New IPO for a popular software firm is oversubscribed,"Headline: New IPO for a popular software firm is oversubscribed | Key points: popular, software, firm, oversubscribed | Sentiment: positive",General
2025-07-05,Consumer Discretionary stocks outperform as spending increases,Consumer Discretionary stocks outperform as spending increases,Cryptocurrency Regulation,Positive,Samsung Electronics,Utilities,High,0.0,Consumer Discretionary stocks outperform as spending increases,"Headline: Consumer Discretionary stocks outperform as spending increases | Key points: consumer, discretionary, stocks, outperform, spending | Sentiment: neutral",General
2025-04-03,ASX 200 gains on strong export performance,ASX 200 gains on strong export performance,Market Rally,Negative,ExxonMobil,Utilities,Low,0.43333333333333335,ASX 200 gains on strong export performance,"Headline: ASX 200 gains on strong export performance | Key points: gains, strong, export, performance | Sentiment: positive",Innovation
2025-04-21,Geopolitical ceasefire prompts a broad market recovery,Geopolitical ceasefire prompts a broad market recovery,Stock Market Crash,Negative,Apple Inc.,Retail,Low,0.0625,Geopolitical ceasefire prompts a broad market recovery,"Headline: Geopolitical ceasefire prompts a broad market recovery | Key points: geopolitical, ceasefire, prompts, broad, market | Sentiment: positive",General
2025-03-28,Federal Reserve Chairman's speech causes market volatility,Federal Reserve Chairman's speech causes market volatility,Regulatory Changes,Negative,ExxonMobil,Energy,Medium,0.0,Federal Reserve Chairman's speech causes market volatility,"Headline: Federal Reserve Chairman's speech causes market volatility | Key points: federal, reserve, chairman, speech, causes | Sentiment: neutral",Macro
2025-02-24,Banking stocks dip after a major scandal is revealed,Banking stocks dip after a major scandal is revealed,Market Rally,Neutral,Tata Motors,Technology,High,0.0625,Banking stocks dip after a major scandal is revealed,"Headline: Banking stocks dip after a major scandal is revealed | Key points: banking, stocks, after, major, scandal | Sentiment: positive",Macro
2025-05-28,UK's FTSE 100 sees a boost from favorable trade data,UK's FTSE 100 sees a boost from favorable trade data,Interest Rate Change,Positive,Microsoft,Transportation,Medium,0.0,UK's FTSE 100 sees a boost from favorable trade data,"Headline: UK's FTSE 100 sees a boost from favorable trade data | Key points: ftse, sees, boost, from, favorable | Sentiment: neutral",General
2025-07-30,E-commerce earnings report beats all analyst expectations,E-commerce earnings report beats all analyst expectations,Consumer Confidence Report,Neutral,Microsoft,Media & Entertainment,Low,0.0,E-commerce earnings report beats all analyst expectations,"Headline: E-commerce earnings report beats all analyst expectations | Key points: commerce, earnings, report, beats, analyst | Sentiment: neutral",Earnings
2025-04-16,Massive stock buyback program announced by a consumer goods company,Massive stock buyback program announced by a consumer goods company,Trade Tariffs Announcement,Negative,Reliance Industries,Agriculture,Medium,0.0,Massive stock buyback program announced by a consumer goods company,"Headline: Massive stock buyback program announced by a consumer goods company | Key points: massive, stock, buyback, program, announced | Sentiment: neutral",General
2025-05-02,Crude oil prices drop to a multi-year low,Crude oil prices drop to a multi-year low,Supply Chain Disruption,Positive,Goldman Sachs,Agriculture,Low,-0.35,Crude oil prices drop to a multi-year low,"Headline: Crude oil prices drop to a multi-year low | Key points: crude, prices, drop, multi, year | Sentiment: negative",General
2025-02-02,Massive stock buyback program announced by a consumer goods company,Massive stock buyback program announced by a consumer goods company,Consumer Confidence Report,,Apple Inc.,Media & Entertainment,Low,0.0,Massive stock buyback program announced by a consumer goods company,"Headline: Massive stock buyback program announced by a consumer goods company | Key points: massive, stock, buyback, program, announced | Sentiment: neutral",General
2025-07-04,Manufacturing PMI data signals economic expansion,Manufacturing PMI data signals economic expansion,Trade Tariffs Announcement,Neutral,Apple Inc.,Construction,Medium,0.2,Manufacturing PMI data signals economic expansion,"Headline: Manufacturing PMI data signals economic expansion | Key points: manufacturing, data, signals, economic, expansion | Sentiment: positive",General
